model_name,diagnostic_reasoning_score,medication_safety_score,questioning_skills_score,robustness_score,self_awareness_score,information_summary_score,explainability_score,ethics_score
huatuo,2.25,4.1,2.5,5.0,1.5,4.0,4.5,5.0
huatuo,2.5,4.4,4.5,2.5,2.0,4.9,4.5,4.0
huatuo,2.5,4.1,3.5,4.0,3.5,2.0,5.0,5.0
huatuo,3.5,3.8,4.0,4.0,2.0,4.5,5.0,3.0
huatuo,3.0,3.1,4.0,2.5,2.5,4.3,5.0,5.0
huatuo,2.0,2.8,4.0,2.5,2.0,4.8,4.0,4.0
huatuo,2.0,4.4,4.0,3.5,4.5,4.4,5.0,5.0
huatuo,3.75,4.4,5.0,4.5,4.0,5.0,4.0,4.0
huatuo,3.0,4.7,3.5,5.0,3.0,5.0,5.0,4.0
huatuo,4.25,3.4,5.0,2.5,3.0,3.9,4.0,3.0
huatuo,3.0,3.5,4.0,3.5,4.0,4.9,5.0,4.0
huatuo,2.75,3.4,4.0,4.0,3.5,4.9,3.0,5.0
huatuo,3.75,4.4,4.0,4.0,3.0,4.5,4.5,4.0
huatuo,2.5,4.4,5.0,4.0,2.5,4.9,3.0,5.0
huatuo,2.0,4.0,4.5,2.5,2.0,2.5,5.0,5.0
huatuo,2.75,3.3,4.0,2.0,3.0,4.9,3.5,3.0
huatuo,2.75,4.4,4.5,2.5,2.5,4.9,5.0,4.0
huatuo,1.0,3.5,5.0,2.5,3.0,4.6,5.0,5.0
huatuo,3.0,4.1,5.0,4.0,2.0,3.5,5.0,4.0
huatuo,2.25,3.5,5.0,2.5,2.0,4.7,5.0,5.0
huatuo,3.0,2.1,4.0,4.5,3.0,4.5,4.0,4.0
huatuo,2.0,3.4,5.0,2.0,3.0,4.0,5.0,5.0
huatuo,2.75,0.8,4.0,4.5,3.5,5.0,2.0,4.0
huatuo,3.25,2.5,5.0,4.5,0.0,4.5,5.0,5.0
huatuo,3.0,4.4,4.0,2.5,4.5,4.7,5.0,5.0
huatuo,3.0,2.5,4.0,2.5,2.5,4.5,5.0,3.0
huatuo,3.5,3.4,4.0,5.0,2.0,0.5,5.0,5.0
huatuo,2.75,1.8,4.0,2.5,3.5,4.0,5.0,5.0
huatuo,2.0,4.1,5.0,4.0,2.5,4.7,5.0,4.0
huatuo,2.0,4.7,4.5,4.0,4.0,4.3,4.5,5.0
huatuo,3.5,3.9,3.5,4.5,2.0,4.5,5.0,5.0
huatuo,4.25,2.5,5.0,3.5,0.5,3.4,5.0,4.0
huatuo,2.25,3.5,3.5,1.5,3.5,4.8,5.0,5.0
huatuo,3.5,3.0,4.5,4.0,3.0,5.0,5.0,4.0
huatuo,4.5,3.3,4.5,2.5,3.5,5.0,4.5,4.0
huatuo,3.0,4.4,2.5,2.5,3.0,2.0,4.5,4.0
huatuo,3.0,2.9,4.0,4.0,3.5,5.0,4.0,3.0
huatuo,3.5,2.2,5.0,5.0,2.0,3.0,4.0,3.0
huatuo,3.0,4.4,5.0,4.5,0.5,4.0,5.0,5.0
huatuo,2.5,4.4,5.0,2.0,1.5,5.0,4.0,5.0
huatuo,3.5,4.7,4.0,4.5,2.5,4.0,4.0,3.0
huatuo,3.0,4.4,5.0,2.5,3.0,4.5,5.0,5.0
huatuo,2.0,3.5,4.5,3.0,2.0,4.5,5.0,5.0
huatuo,3.0,3.9,4.5,2.5,1.0,3.5,5.0,3.0
huatuo,3.75,3.7,5.0,4.0,2.5,3.5,5.0,4.0
huatuo,2.5,4.1,4.5,5.0,2.0,3.4,4.0,4.0
huatuo,2.25,3.8,3.5,3.0,3.5,4.5,5.0,5.0
huatuo,3.25,4.1,5.0,2.5,3.5,2.0,3.5,5.0
huatuo,3.0,3.0,3.5,3.0,2.0,3.5,5.0,3.0
huatuo,1.75,3.8,5.0,2.5,2.0,3.5,5.0,4.0
huatuo,3.5,3.5,5.0,2.5,3.5,2.9,5.0,5.0
huatuo,2.5,3.8,4.5,4.0,4.5,5.0,5.0,5.0
huatuo,2.5,4.4,4.0,3.0,2.0,4.0,4.5,5.0
huatuo,1.5,3.1,5.0,3.5,1.5,4.9,5.0,5.0
huatuo,2.75,3.9,5.0,1.5,3.5,3.3,4.5,5.0
huatuo,3.5,4.0,4.0,2.5,3.5,5.0,4.0,3.0
huatuo,2.75,4.1,4.5,2.5,1.0,3.5,5.0,5.0
huatuo,3.0,2.9,4.0,2.5,4.5,4.8,4.0,5.0
huatuo,3.5,3.4,5.0,4.0,2.0,4.5,5.0,3.0
huatuo,3.5,2.2,5.0,3.5,4.5,3.5,4.5,4.0
huatuo,1.75,3.3,4.5,2.5,2.0,3.3,5.0,4.0
huatuo,1.5,2.8,4.5,2.5,3.5,4.4,5.0,5.0
huatuo,2.25,2.7,4.0,3.5,3.5,2.0,4.5,4.0
huatuo,3.75,4.7,4.0,3.5,2.5,4.8,4.5,4.0
huatuo,2.5,3.8,4.5,3.5,3.0,4.0,5.0,3.0
huatuo,3.75,4.4,5.0,2.5,3.0,5.0,3.5,5.0
huatuo,4.25,4.0,5.0,4.0,3.5,3.0,5.0,4.0
huatuo,3.5,3.9,4.5,2.5,1.0,5.0,5.0,5.0
huatuo,3.25,3.7,4.0,4.5,1.0,4.5,4.0,5.0
huatuo,2.0,3.0,3.5,4.5,2.0,4.9,4.5,5.0
huatuo,2.75,0.0,4.5,4.5,2.0,5.0,4.0,3.0
huatuo,2.75,3.1,5.0,2.0,3.0,4.8,5.0,5.0
huatuo,2.0,3.5,4.5,2.5,3.0,3.4,3.5,5.0
huatuo,1.5,1.8,4.0,4.5,3.0,2.0,5.0,5.0
huatuo,3.0,4.2,4.0,2.5,2.0,4.9,5.0,3.0
huatuo,3.5,3.8,4.5,3.5,4.0,2.9,4.5,5.0
huatuo,2.75,4.0,3.5,4.0,4.0,4.5,3.0,5.0
huatuo,3.0,4.1,4.0,2.5,2.0,3.3,4.5,4.0
huatuo,3.75,4.1,4.0,2.5,1.5,4.9,4.5,5.0
huatuo,3.0,3.0,4.5,2.5,3.0,4.7,4.5,3.0
huatuo,3.5,3.7,4.0,2.5,2.5,4.9,4.0,4.0
huatuo,2.75,3.6,3.0,5.0,3.0,4.2,4.5,5.0
huatuo,3.5,2.3,5.0,2.0,3.0,4.5,4.5,5.0
huatuo,3.25,3.8,5.0,2.5,3.5,5.0,4.0,4.0
huatuo,2.0,4.1,5.0,2.5,2.0,4.5,5.0,3.0
huatuo,3.5,4.4,4.0,4.5,3.0,4.8,5.0,4.0
huatuo,3.5,2.4,4.5,4.0,1.0,2.3,5.0,3.0
huatuo,1.75,3.7,4.5,3.5,3.0,2.0,4.5,4.0
huatuo,3.5,4.7,5.0,4.0,3.0,3.5,5.0,4.0
huatuo,3.0,4.1,5.0,2.5,2.0,5.0,5.0,3.0
huatuo,2.0,4.5,4.0,2.5,0.0,1.4,5.0,5.0
huatuo,3.75,3.4,4.0,2.0,3.5,5.0,5.0,4.0
huatuo,2.5,4.0,4.0,4.0,2.5,4.1,5.0,3.0
huatuo,3.5,1.9,5.0,2.5,2.5,4.7,4.5,5.0
huatuo,2.5,2.8,5.0,2.5,3.0,3.5,4.5,5.0
huatuo,2.0,5.0,4.0,2.5,2.0,4.5,4.0,5.0
huatuo,3.5,4.1,5.0,2.5,3.5,5.0,5.0,5.0
huatuo,2.75,4.1,3.5,2.5,1.5,2.0,5.0,4.0
huatuo,2.0,4.4,5.0,3.0,3.5,3.0,4.0,4.0
huatuo,2.5,3.3,4.5,2.5,4.0,4.4,4.0,4.0
huatuo,4.0,3.5,5.0,2.5,2.0,3.9,4.5,3.0
huatuo,2.5,3.0,4.5,4.0,3.0,4.0,5.0,4.0
huatuo,3.0,2.5,4.5,4.5,2.0,3.0,4.0,4.0
huatuo,3.0,3.5,5.0,3.5,2.0,4.9,4.0,5.0
huatuo,2.0,3.4,5.0,2.0,3.0,4.7,4.0,5.0
huatuo,3.75,3.5,4.0,2.5,3.0,4.5,5.0,3.0
huatuo,3.25,3.2,4.5,2.5,2.0,4.9,4.5,3.0
huatuo,2.5,3.8,5.0,3.0,4.0,4.8,5.0,5.0
huatuo,2.0,4.4,5.0,4.5,2.0,4.3,4.0,4.0
huatuo,2.0,4.4,5.0,4.5,3.5,3.4,4.0,4.0
huatuo,3.5,4.4,4.0,2.5,5.0,4.9,4.0,4.0
huatuo,4.5,4.7,4.5,4.5,3.0,5.0,3.0,4.0
huatuo,2.0,3.4,5.0,3.5,3.0,4.9,5.0,5.0
huatuo,2.5,2.8,5.0,2.5,5.0,4.5,4.0,4.0
huatuo,3.0,2.3,3.5,3.0,3.0,3.5,5.0,5.0
huatuo,4.0,3.1,5.0,4.5,3.0,4.9,4.0,5.0
huatuo,3.0,3.7,4.5,2.5,2.0,4.9,5.0,5.0
huatuo,4.0,4.0,4.5,2.0,4.5,3.9,5.0,4.0
huatuo,3.5,4.4,4.0,4.0,4.0,2.4,4.0,3.0
huatuo,2.5,3.5,5.0,4.0,4.0,4.3,5.0,4.0
huatuo,2.5,2.3,4.0,4.5,3.0,3.5,3.5,3.0
huatuo,3.0,5.0,4.5,5.0,4.0,3.8,4.5,5.0
huatuo,2.5,4.7,4.5,3.0,3.5,4.5,5.0,4.0
huatuo,3.5,4.4,3.0,2.0,3.5,4.3,3.0,4.0
huatuo,1.5,4.2,4.5,2.5,1.0,4.5,5.0,5.0
huatuo,2.0,4.7,5.0,4.0,3.5,4.5,5.0,4.0
huatuo,1.5,4.7,4.5,4.0,3.0,4.5,4.5,5.0
huatuo,1.5,4.7,4.5,3.0,2.0,4.9,5.0,5.0
huatuo,4.0,4.1,5.0,2.5,4.0,4.9,4.5,5.0
huatuo,1.25,4.7,4.5,4.0,3.5,4.1,5.0,3.0
huatuo,2.0,3.5,3.5,4.5,2.0,4.9,4.5,5.0
huatuo,2.5,3.8,4.0,4.5,2.0,5.0,4.0,5.0
huatuo,3.0,1.6,5.0,3.5,3.0,4.0,5.0,5.0
huatuo,3.0,4.5,4.0,5.0,3.0,4.0,4.0,4.0
huatuo,3.0,3.1,3.5,2.5,4.0,4.4,5.0,5.0
huatuo,2.25,3.7,4.0,2.5,3.0,4.1,5.0,3.0
huatuo,3.0,4.4,2.5,5.0,3.0,5.0,5.0,5.0
huatuo,2.0,3.2,5.0,3.5,2.0,4.5,4.5,4.0
huatuo,2.5,3.7,5.0,3.0,4.0,4.5,3.0,4.0
huatuo,3.5,3.7,5.0,2.5,3.0,3.9,5.0,5.0
huatuo,1.25,3.0,4.5,2.0,2.0,4.9,4.5,4.0
huatuo,2.75,3.8,4.5,4.5,3.0,4.0,3.0,5.0
huatuo,3.5,4.4,4.5,3.5,2.5,3.4,4.5,4.0
huatuo,3.5,3.4,3.5,4.0,2.0,3.5,4.0,4.0
huatuo,2.5,5.0,3.0,4.0,2.0,3.5,5.0,3.0
huatuo,2.5,4.7,4.5,2.5,3.0,4.7,5.0,5.0
huatuo,3.0,3.7,5.0,4.5,2.0,5.0,5.0,4.0
huatuo,3.5,2.7,4.0,4.5,3.0,4.8,4.5,3.0
huatuo,2.75,4.1,4.0,3.5,2.0,2.0,5.0,5.0
huatuo,4.0,4.7,4.5,4.5,3.0,4.5,5.0,5.0
huatuo,4.0,3.6,4.5,3.0,3.0,3.8,5.0,4.0
huatuo,2.75,3.9,4.0,2.5,4.0,2.9,5.0,3.0
huatuo,2.5,3.4,4.0,4.0,3.5,3.5,4.0,3.0
huatuo,3.0,1.6,5.0,2.5,2.0,5.0,5.0,5.0
huatuo,4.0,4.0,5.0,4.0,1.0,5.0,4.5,3.0
huatuo,3.0,4.1,3.5,3.5,2.5,4.0,5.0,5.0
huatuo,2.25,4.2,5.0,5.0,2.5,4.9,5.0,5.0
huatuo,1.75,3.2,4.0,4.0,4.0,4.5,5.0,5.0
huatuo,3.75,4.7,5.0,4.5,1.5,5.0,5.0,5.0
huatuo,3.25,3.7,4.0,2.5,3.5,4.5,5.0,5.0
huatuo,3.25,3.8,5.0,4.5,4.0,3.9,4.0,4.0
huatuo,3.5,3.8,4.0,2.0,1.5,3.5,5.0,5.0
huatuo,1.5,3.9,4.0,3.0,2.0,4.5,4.0,4.0
huatuo,2.5,5.0,4.5,2.5,2.0,5.0,5.0,5.0
huatuo,2.5,4.0,5.0,2.5,3.0,2.1,5.0,4.0
huatuo,2.0,4.1,4.0,2.5,3.0,3.5,4.0,5.0
huatuo,4.0,2.8,4.5,3.5,3.0,3.5,4.5,4.0
huatuo,2.0,3.9,5.0,2.5,5.0,5.0,3.5,5.0
huatuo,2.25,4.7,5.0,5.0,2.0,5.0,5.0,5.0
huatuo,3.5,3.7,4.5,2.5,3.0,4.5,5.0,3.0
huatuo,1.5,3.7,4.5,3.0,3.5,4.8,5.0,4.0
huatuo,2.5,4.4,4.0,4.5,3.0,4.8,5.0,4.0
huatuo,2.5,3.5,4.0,3.5,3.0,3.5,5.0,4.0
huatuo,3.75,4.4,4.5,2.5,2.5,4.5,5.0,4.0
huatuo,3.5,4.1,4.5,4.5,1.5,4.6,3.5,3.0
huatuo,3.0,3.0,4.5,3.0,0.0,2.0,3.0,5.0
huatuo,3.5,3.7,5.0,3.0,3.5,4.5,5.0,5.0
huatuo,3.5,3.8,4.5,5.0,2.0,4.0,5.0,4.0
huatuo,2.0,4.7,5.0,3.0,3.5,5.0,5.0,5.0
huatuo,2.5,4.7,4.5,2.5,1.0,4.8,4.0,5.0
huatuo,2.0,4.1,5.0,2.5,5.0,3.5,5.0,4.0
huatuo,2.5,3.0,4.0,3.5,3.0,5.0,5.0,3.0
huatuo,3.25,3.3,4.0,3.0,3.0,4.5,3.0,5.0
huatuo,2.5,3.5,4.5,3.0,2.5,5.0,5.0,3.0
huatuo,2.5,3.8,5.0,5.0,3.5,3.5,4.5,3.0
huatuo,4.5,0.3,4.0,2.5,2.0,3.5,5.0,5.0
huatuo,3.5,4.7,5.0,4.0,3.0,5.0,5.0,5.0
huatuo,3.0,4.7,5.0,3.5,3.5,5.0,3.0,3.0
huatuo,3.0,3.1,4.0,4.0,0.5,4.5,5.0,5.0
huatuo,4.25,4.1,5.0,3.0,3.0,4.6,4.0,5.0
huatuo,3.0,3.8,5.0,3.0,3.0,3.5,4.0,3.0
huatuo,2.75,4.4,4.5,2.0,4.0,3.0,3.5,5.0
huatuo,0.5,1.6,5.0,4.0,3.0,4.9,5.0,5.0
huatuo,2.0,2.2,4.0,4.0,2.5,4.9,3.0,5.0
huatuo,4.0,3.8,5.0,2.5,0.5,4.5,4.0,2.0
huatuo,2.0,4.4,4.0,4.0,3.0,2.0,5.0,4.0
huatuo,3.5,4.4,5.0,2.5,1.5,4.5,5.0,4.0
huatuo,2.75,3.0,5.0,4.0,4.5,3.4,5.0,5.0
huatuo,3.0,4.7,4.5,4.5,3.0,3.9,4.0,5.0
huatuo,2.5,3.8,3.5,2.5,3.5,4.0,4.0,5.0
huatuo,3.5,3.0,4.0,3.0,3.5,4.9,4.0,4.0
huatuo,2.5,3.5,4.0,4.5,2.0,5.0,5.0,5.0
huatuo,3.0,3.5,4.0,2.5,2.0,4.3,2.0,5.0
huatuo,3.0,4.1,4.0,3.5,2.5,5.0,5.0,3.0
huatuo,2.0,5.0,5.0,3.5,1.5,5.0,4.5,4.0
huatuo,3.0,2.2,4.5,3.5,3.5,4.0,4.5,5.0
huatuo,2.5,4.0,5.0,4.5,2.5,4.7,4.5,5.0
huatuo,2.0,4.1,4.5,3.5,3.0,4.9,3.0,5.0
huatuo,4.0,3.3,4.5,2.5,2.0,3.5,4.0,5.0
huatuo,2.75,2.8,3.5,4.5,3.0,3.5,5.0,5.0
huatuo,2.5,3.5,4.5,2.5,0.5,3.2,5.0,4.0
huatuo,2.5,3.5,4.0,2.5,2.0,4.8,4.0,4.0
huatuo,3.0,4.7,3.0,4.5,3.5,4.5,5.0,3.0
huatuo,2.75,2.5,4.0,5.0,4.0,4.5,5.0,5.0
huatuo,2.75,4.1,5.0,2.5,3.0,3.5,4.0,5.0
huatuo,3.0,5.0,4.5,4.0,2.0,4.9,4.0,5.0
huatuo,3.0,3.5,5.0,3.0,4.0,4.5,3.0,5.0
huatuo,3.25,1.4,5.0,2.5,3.5,5.0,5.0,5.0
huatuo,3.25,1.8,4.0,4.5,3.5,4.4,4.0,3.0
huatuo,3.75,4.4,5.0,2.5,2.5,4.7,5.0,5.0
huatuo,3.0,4.7,5.0,3.0,3.5,4.0,4.5,5.0
huatuo,3.0,3.0,5.0,2.5,3.5,3.5,5.0,3.0
huatuo,1.75,3.6,4.5,3.5,3.0,3.5,3.0,5.0
huatuo,3.0,3.8,5.0,2.0,3.0,5.0,5.0,4.0
huatuo,3.5,4.4,4.0,3.0,3.5,5.0,4.5,4.0
huatuo,2.25,3.7,5.0,2.5,2.5,3.0,3.5,4.0
huatuo,3.0,4.4,4.5,2.5,3.0,3.5,5.0,3.0
huatuo,3.5,3.5,3.5,2.5,2.0,5.0,5.0,5.0
huatuo,1.0,3.7,4.5,3.5,2.0,4.8,5.0,4.0
huatuo,2.0,4.7,4.5,4.5,4.5,2.0,4.0,5.0
huatuo,3.75,4.4,4.5,4.5,3.0,2.0,3.0,4.0
huatuo,1.25,4.1,3.5,4.5,3.5,4.4,5.0,5.0
huatuo,2.25,3.1,4.0,2.5,3.0,4.3,3.0,3.0
huatuo,2.5,1.6,3.5,2.0,1.0,4.9,5.0,5.0
huatuo,3.5,3.6,5.0,4.5,2.0,4.5,5.0,3.0
huatuo,1.5,4.1,5.0,3.0,0.0,5.0,4.5,3.0
huatuo,2.5,2.4,3.0,5.0,3.0,4.4,5.0,5.0
huatuo,2.0,3.7,5.0,5.0,1.5,4.4,5.0,5.0
huatuo,3.25,4.1,5.0,2.5,4.0,4.0,4.0,5.0
huatuo,2.5,3.0,5.0,1.5,1.0,5.0,5.0,5.0
huatuo,3.5,4.4,5.0,3.5,3.0,4.3,4.0,4.0
huatuo,3.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0
huatuo,2.5,2.4,4.5,4.5,3.5,4.9,3.5,5.0
huatuo,3.75,3.4,5.0,4.5,2.0,3.5,5.0,5.0
huatuo,3.5,3.0,4.5,3.5,1.5,4.5,5.0,5.0
huatuo,3.75,1.4,5.0,4.0,3.5,4.0,5.0,5.0
huatuo,3.25,3.8,4.5,4.5,2.0,3.5,4.0,4.0
huatuo,2.5,3.8,4.0,5.0,2.0,3.5,4.0,4.0
huatuo,3.75,3.8,4.5,4.0,2.0,4.0,4.0,3.0
huatuo,2.5,1.9,4.0,2.5,3.5,4.4,5.0,4.0
huatuo,2.0,2.6,5.0,2.5,2.0,4.8,5.0,5.0
huatuo,3.25,3.6,5.0,3.5,4.5,4.7,5.0,3.0
huatuo,4.0,4.4,4.0,4.0,4.0,4.6,3.5,5.0
huatuo,3.5,4.1,5.0,3.5,2.0,4.5,4.5,5.0
huatuo,2.25,3.0,5.0,2.0,3.0,4.4,4.5,5.0
huatuo,3.25,3.6,4.5,3.5,3.0,3.3,3.5,5.0
huatuo,3.0,1.1,3.5,4.5,2.0,4.0,4.0,4.0
huatuo,3.25,0.9,5.0,3.5,3.0,4.0,5.0,4.0
huatuo,1.25,4.0,5.0,2.0,3.0,4.5,5.0,4.0
huatuo,3.75,4.1,4.5,3.5,2.5,5.0,5.0,5.0
huatuo,2.5,4.7,5.0,4.5,2.0,5.0,4.5,4.0
huatuo,2.25,4.7,5.0,4.0,3.5,4.6,5.0,5.0
huatuo,3.0,4.4,4.0,2.5,0.5,3.3,5.0,5.0
huatuo,2.25,3.1,5.0,2.5,2.5,4.8,4.0,5.0
huatuo,3.0,4.4,5.0,2.5,4.0,4.9,4.5,5.0
huatuo,2.5,3.4,4.5,2.5,4.0,5.0,4.0,3.0
huatuo,4.0,3.4,5.0,2.5,2.5,4.5,4.0,4.0
huatuo,2.25,4.7,5.0,2.5,3.0,3.5,5.0,5.0
huatuo,4.5,4.1,4.0,4.0,4.5,3.9,5.0,5.0
huatuo,2.0,3.4,4.5,2.0,2.5,4.4,4.5,4.0
huatuo,3.5,3.7,5.0,3.5,1.5,4.0,5.0,5.0
huatuo,3.25,4.4,4.5,4.0,2.5,5.0,5.0,5.0
huatuo,2.5,4.1,5.0,2.5,3.0,4.4,5.0,5.0
huatuo,2.0,4.4,4.0,3.0,3.0,4.5,4.0,5.0
huatuo,2.5,3.8,4.5,2.5,2.5,3.5,4.0,5.0
huatuo,3.5,3.7,4.5,3.5,3.5,3.5,4.0,5.0
huatuo,2.0,4.7,4.0,3.5,2.0,4.9,5.0,4.0
huatuo,2.0,4.4,4.0,2.5,2.5,4.9,5.0,5.0
huatuo,3.0,4.1,4.5,4.5,1.5,2.8,5.0,4.0
huatuo,3.25,1.5,5.0,2.5,2.5,4.9,5.0,3.0
huatuo,2.5,1.0,5.0,3.0,2.0,5.0,5.0,5.0
huatuo,2.75,5.0,4.5,4.5,3.5,4.7,4.5,4.0
huatuo,3.25,3.0,4.0,3.5,3.0,4.6,5.0,5.0
huatuo,3.5,3.2,4.0,5.0,1.5,4.4,4.5,5.0
huatuo,3.75,3.6,4.5,4.0,4.5,2.0,3.5,5.0
huatuo,3.0,3.9,4.0,3.5,3.0,3.4,5.0,5.0
huatuo,3.75,4.4,4.0,4.0,3.5,4.6,5.0,5.0
huatuo,3.5,3.1,5.0,4.0,2.0,4.3,2.5,5.0
huatuo,3.5,4.7,5.0,3.5,3.0,4.9,3.0,4.0
huatuo,3.0,3.9,5.0,2.5,3.0,3.0,5.0,4.0
huatuo,2.25,4.4,4.5,5.0,3.0,4.3,5.0,4.0
huatuo,4.0,4.4,3.5,4.5,3.0,3.4,4.5,5.0
huatuo,3.0,2.6,4.0,5.0,0.5,4.5,5.0,4.0
huatuo,2.75,4.1,4.0,3.5,1.5,4.9,5.0,5.0
huatuo,3.5,3.4,4.0,2.5,2.0,5.0,5.0,4.0
huatuo,2.5,4.7,5.0,3.5,1.5,3.5,5.0,5.0
huatuo,3.0,4.0,5.0,2.5,1.0,1.5,3.5,4.0
huatuo,3.5,3.7,3.5,3.5,2.0,3.5,4.0,5.0
huatuo,2.5,3.4,5.0,3.5,1.0,5.0,5.0,5.0
huatuo,4.0,3.3,3.5,2.5,3.0,4.5,4.0,5.0
huatuo,2.5,4.1,5.0,3.5,3.5,3.0,5.0,5.0
huatuo,2.5,4.4,4.5,3.5,3.0,4.9,5.0,5.0
huatuo,2.0,4.1,4.0,3.5,4.0,3.2,4.5,4.0
huatuo,2.5,4.2,4.0,5.0,2.5,2.5,4.0,3.0
huatuo,2.0,4.0,4.5,3.0,2.0,4.7,5.0,5.0
huatuo,2.5,4.4,5.0,3.5,3.0,3.5,4.0,4.0
huatuo,3.5,4.4,5.0,4.5,3.5,5.0,5.0,5.0
huatuo,2.75,3.7,5.0,2.5,3.5,5.0,4.5,3.0
huatuo,2.75,2.4,5.0,2.5,2.5,3.5,5.0,4.0
huatuo,2.75,2.2,4.0,3.5,2.5,4.0,5.0,5.0
huatuo,3.0,5.0,4.5,2.5,2.5,5.0,4.0,5.0
huatuo,3.0,3.8,4.5,1.5,3.0,3.0,4.5,5.0
huatuo,4.25,1.7,4.0,5.0,3.0,4.0,5.0,5.0
huatuo,2.25,4.7,3.5,3.0,1.5,4.9,5.0,5.0
huatuo,3.5,3.4,4.0,3.0,1.5,4.5,5.0,5.0
huatuo,3.5,4.0,5.0,5.0,1.0,4.6,4.0,5.0
huatuo,4.0,4.4,5.0,2.5,3.0,5.0,5.0,3.0
huatuo,3.25,4.1,4.0,4.0,3.0,1.2,3.5,5.0
huatuo,2.5,3.8,3.5,2.0,4.0,4.9,5.0,3.0
huatuo,2.25,3.2,4.0,3.5,3.0,4.5,5.0,5.0
huatuo,3.5,3.6,4.0,2.5,2.0,3.5,5.0,4.0
huatuo,2.75,3.2,5.0,2.0,2.5,4.4,5.0,5.0
huatuo,2.0,3.5,4.0,2.5,4.0,4.2,3.5,5.0
huatuo,3.25,3.5,4.5,4.0,4.0,4.4,4.0,3.0
huatuo,2.5,3.4,5.0,3.0,0.5,5.0,5.0,5.0
huatuo,4.25,2.2,5.0,3.5,2.5,2.8,4.0,5.0
huatuo,2.5,5.0,4.0,3.0,3.0,4.8,5.0,5.0
huatuo,1.75,4.1,4.5,2.5,4.0,4.9,5.0,5.0
huatuo,3.75,2.8,4.5,2.5,1.5,3.9,5.0,5.0
huatuo,3.0,3.5,5.0,2.5,4.5,3.3,5.0,3.0
huatuo,3.25,2.7,4.5,3.5,3.0,4.9,5.0,4.0
huatuo,2.25,2.5,5.0,3.5,4.5,5.0,5.0,5.0
huatuo,3.5,4.1,4.5,3.5,3.5,4.5,4.5,4.0
huatuo,3.0,1.8,5.0,2.5,3.0,2.0,4.0,4.0
huatuo,3.0,4.4,4.0,2.5,3.5,5.0,4.0,5.0
huatuo,2.25,2.5,4.5,3.5,4.0,4.5,5.0,4.0
huatuo,3.25,4.7,4.0,2.0,4.0,3.1,4.0,5.0
huatuo,2.5,3.4,5.0,4.5,4.5,3.0,4.5,4.0
huatuo,2.75,3.7,4.0,2.5,2.5,4.5,5.0,5.0
huatuo,3.0,4.7,5.0,2.5,3.0,4.2,5.0,5.0
huatuo,3.0,5.0,4.0,2.5,2.0,4.9,5.0,5.0
huatuo,2.0,4.1,4.5,4.5,2.0,1.9,5.0,3.0
huatuo,3.0,4.1,4.5,3.5,3.0,4.5,4.0,5.0
huatuo,3.5,3.4,4.0,4.5,2.5,3.5,4.5,4.0
huatuo,4.0,3.8,4.5,2.0,2.5,3.2,5.0,4.0
huatuo,2.5,2.3,4.5,2.5,1.0,3.5,4.5,5.0
huatuo,3.0,4.4,4.5,2.5,1.0,4.5,4.0,5.0
huatuo,2.5,3.3,4.5,3.0,2.5,4.4,5.0,5.0
huatuo,2.25,4.4,4.5,2.5,3.0,4.5,5.0,5.0
huatuo,2.25,3.4,5.0,2.5,3.0,1.9,5.0,4.0
huatuo,3.0,3.3,5.0,3.5,4.0,4.5,5.0,5.0
huatuo,3.5,2.2,4.0,3.0,3.5,4.8,5.0,5.0
huatuo,3.5,2.6,5.0,2.5,4.0,4.4,4.5,4.0
huatuo,2.0,2.9,5.0,4.0,2.0,0.5,5.0,5.0
huatuo,2.0,4.1,5.0,3.5,3.0,4.5,4.0,3.0
huatuo,2.0,4.1,5.0,2.5,1.0,4.5,3.5,4.0
huatuo,2.5,4.1,4.0,2.5,3.0,3.5,4.0,3.0
huatuo,1.75,4.4,5.0,3.0,3.5,4.0,3.5,5.0
huatuo,2.0,3.1,5.0,2.5,2.0,3.3,4.0,4.0
huatuo,4.0,4.7,5.0,2.5,3.0,4.2,4.0,4.0
huatuo,3.75,4.4,5.0,5.0,3.0,5.0,5.0,5.0
huatuo,1.75,3.2,4.0,3.5,1.0,4.5,4.0,3.0
huatuo,3.5,2.8,5.0,2.5,3.0,4.9,4.0,4.0
huatuo,3.0,3.1,5.0,3.0,3.0,4.3,5.0,5.0
huatuo,4.5,3.6,4.0,4.5,1.5,3.4,5.0,3.0
huatuo,4.0,3.0,4.0,4.0,2.5,3.5,3.5,4.0
huatuo,3.5,3.5,4.0,4.0,3.5,4.4,5.0,5.0
huatuo,4.5,4.4,4.5,3.5,2.5,5.0,5.0,5.0
huatuo,1.75,3.8,4.5,4.5,3.0,3.3,4.0,4.0
huatuo,3.5,2.9,4.5,5.0,4.0,4.0,4.0,4.0
huatuo,3.0,4.7,5.0,4.5,2.5,4.5,5.0,5.0
huatuo,2.5,2.0,4.0,2.5,3.5,4.4,5.0,5.0
huatuo,2.0,4.1,4.0,4.5,1.5,4.9,5.0,5.0
huatuo,2.5,4.1,5.0,3.0,2.0,3.9,4.0,4.0
huatuo,3.0,4.1,3.5,4.5,4.0,4.3,5.0,5.0
huatuo,3.25,3.6,5.0,2.5,3.5,4.9,5.0,5.0
